TRE_CN,PREV_TRE_CN,PLT_CN,STATECD,SUBPTYP,SPCD,STATUSCD,DIA,HT,ACTUALHT,CR,STANDING_DEAD_CD,DIAHTCD,CULL,ROUGHCULL,CULLFORM,CULLMSTOP,DECAYCD,TREECLCD,HTDMP,WDLDSTEM,STDORGCD,SITREE,BALIVE,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSSND,VOLCSSND_BARK,VOLCSNET,VOLCSNET_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_AG,DRYBIO_BG,CARBON_AG,CARBON_BG,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,CREATED_DATE,MODIFIED_DATE
251774483489998,205822748010661,14527747020004,44,,129,1,8.3,39,39,45,,1,1,3,,,,2,,,0,,220.7221,6.433181,1.574515,6.368849,1.574515,0.419858,0.10276,0.415659,0.10276,5.641468,1.380744,0.371855,0.091011,5.585053,1.380744,0.368136,0.091011,5.415809,1.339322,,,,,,,,,,,138.047388,25.431472,9.009584,1.65977,121.058299,22.301695,72.277375,17.980017,235.756234,42.259975,119.528411,21.425807,,,2025-03-20 06:57:12,
251774484489998,205822749010661,14527747020004,44,,316,1,14.6,61,61,40,,1,2,12,,,,2,,,0,,220.7221,27.306794,3.094899,26.760658,3.094899,1.447449,0.164051,1.4185,0.164051,25.508272,2.891058,0.351073,0.03979,24.998106,2.891058,0.344052,0.03979,21.937114,2.544131,20.97975,2.377804,20.560155,2.377804,18.042585,2.092468,125.631175,110.555434,,,835.210249,119.919967,44.271929,6.356589,780.200334,112.021612,407.630403,32.360299,1362.76062,210.772177,662.301661,102.435278,641.690194,92.134247,2025-03-20 06:57:12,
251774485489998,205822750010661,14527747020004,44,,316,1,7.0,36,36,38,,1,50,7,,,,4,,,0,,220.7221,4.04117,0.772104,2.020585,0.772104,0.345966,0.0661,0.172983,0.0661,3.253156,0.621547,0.442047,0.084457,1.626578,0.621547,0.221023,0.084457,1.398857,0.578039,,,,,,,,,,,106.996549,24.84994,9.160025,2.127415,86.132612,20.004293,32.869947,9.282608,164.716437,24.600923,80.052188,11.956048,,,2025-03-20 06:57:12,
251774486489998,205822751010661,14527747020004,44,,701,1,6.1,40,40,40,,1,3,14,,,,3,,,0,,220.7221,3.693977,0.525685,3.583158,0.525685,0.314128,0.044703,0.304704,0.044703,2.778628,0.395423,0.601221,0.085559,2.695269,0.395423,0.583185,0.085559,2.306261,0.340064,,,,,,,,,,,136.410659,16.629047,11.60008,1.4141,102.608763,12.508451,33.778651,4.82582,186.818358,36.681619,87.991447,17.277043,,,2025-03-20 06:57:12,
251774487489998,205822752010661,14527747020004,44,,541,1,8.2,55,55,30,,1,1,5,,,,2,,,0,,220.7221,9.150034,1.601107,9.058534,1.601107,0.469044,0.082075,0.464353,0.082075,8.113425,1.419717,0.567566,0.099315,8.032291,1.419717,0.56189,0.099315,7.62662,1.348732,,,,,,,,,,,297.128495,38.453465,15.231221,1.971178,263.466751,34.097064,96.432692,7.924418,432.014652,88.131903,204.774945,41.774522,,,2025-03-20 06:57:12,
251774488489998,205822753010661,14527747020004,44,,541,1,7.4,55,55,30,,1,1,5,,,,2,,,0,,220.7221,7.522471,1.360253,7.447246,1.360253,0.385612,0.069728,0.381756,0.069728,6.492816,1.174066,0.644042,0.116459,6.427888,1.174066,0.637602,0.116459,6.103247,1.115362,,,,,,,,,,,246.47275,33.555666,12.634537,1.72011,212.736251,28.962661,76.3938,6.912667,356.422215,72.595566,168.94413,34.410298,,,2025-03-20 06:57:12,
251774489489998,205822755010661,14527747020004,44,,316,1,9.8,33,33,45,,1,5,20,,,,3,,,0,,220.7221,6.710245,1.790664,6.374733,1.790664,0.621451,0.165837,0.590379,0.165837,5.809439,1.550279,0.279355,0.074547,5.518967,1.550279,0.265387,0.074547,4.357079,1.240223,,,,,,,,,,,225.15045,43.234795,20.851694,4.004072,194.925487,37.430809,95.085663,18.861963,363.470908,50.968579,176.646861,24.770729,,,2025-03-20 06:57:12,
251774490489998,205822756010661,14527747020004,44,,391,1,1.2,16,16,35,,1,,,,,,3,,,0,,220.7221,0.061585,0.018726,0.061585,0.018726,,,,,,,,,,,,,,,,,,,,,,,,,2.121491,0.318671,,,,,0.931449,0.213743,3.371611,0.595117,1.594772,0.28149,,,2025-03-20 06:57:12,
251774491489998,205822757010661,14527747020004,44,,316,1,14.3,51,51,45,,1,2,12,,,,2,,,0,,220.7221,21.531437,3.279428,21.100809,3.279428,1.3437,0.204657,1.316826,0.204657,19.891868,3.029707,0.29587,0.045064,19.49403,3.029707,0.289952,0.045064,17.107006,2.666142,16.080087,2.449139,15.758486,2.449139,13.828875,2.155243,103.701441,91.257268,,,673.762387,105.086118,42.047099,6.558048,622.456919,97.08405,361.354987,33.460044,1140.203491,164.887208,554.138897,80.135183,503.178579,78.480313,2025-03-20 06:57:12,
251774492489998,205822758010661,14527747020004,44,,316,1,12.1,52,52,35,,1,1,10,,,,2,,,0,,220.7221,16.299542,2.230519,16.136546,2.230519,0.999367,0.136759,0.989373,0.136759,14.937229,2.044093,0.362946,0.049668,14.787857,2.044093,0.359317,0.049668,13.294134,1.839683,10.321251,1.412417,10.218039,1.412417,9.185914,1.271175,60.55809,55.107862,,,514.816269,78.913002,31.564713,4.83836,471.788011,72.317467,211.988629,23.766852,805.7179,127.933605,391.578899,62.175732,325.993714,49.969561,2025-03-20 06:57:12,
251774493489998,205822759010661,14527747020004,44,,541,1,8.5,60,60,30,,1,1,5,,,,2,,,0,,220.7221,10.55375,1.884458,10.448212,1.884458,0.499012,0.089103,0.494022,0.089103,9.465708,1.690179,0.589029,0.105176,9.371051,1.690179,0.583139,0.105176,8.897765,1.60567,,,,,,,,,,,341.613508,44.435707,16.152494,2.101051,306.394772,39.854595,99.993695,8.544596,486.04291,101.854496,230.384339,48.279031,,,2025-03-20 06:57:12,
251774541489998,205822842010661,14527750020004,44,,403,1,8.8,44,44,29,,1,1,4,,,,2,,,0,,71.3859,8.699701,0.965615,8.612704,0.965615,0.645734,0.071673,0.639277,0.071673,7.648321,0.848918,0.405646,0.045024,7.571837,0.848918,0.40159,0.045024,7.265905,0.814961,,,,,,,,,,,333.083727,69.220607,24.723103,5.137892,292.829735,60.855125,123.737194,19.599322,526.041527,97.892634,247.239518,46.009538,,,2025-03-20 06:57:11,
251774542489998,205822843010661,14527750020004,44,,403,1,1.5,18,18,27,,1,,,,,,2,,,0,,71.3859,0.113581,0.050331,0.113581,0.050331,,,,,,,,,,,,,,,,,,,,,,,,,4.387297,1.028063,,,,,1.060157,0.599568,6.475517,1.297974,3.043493,0.610048,,,2025-03-20 06:57:11,
251774543489998,205822844010661,14527750020004,44,,403,1,5.8,40,40,45,,1,1,2,,,,2,6.8,,0,,71.3859,3.479034,0.531451,3.444243,0.531451,0.280948,0.042917,0.278139,0.042917,2.552922,0.38998,0.645163,0.098554,2.527393,0.38998,0.638711,0.098554,2.476335,0.382181,,,,,,,,,,,133.681598,27.800766,10.795421,2.245043,98.095847,20.400263,39.232003,8.488628,200.714367,37.157277,94.335752,17.46392,,,2025-03-20 06:57:11,
251774544489998,205822845010661,14527750020004,44,,403,1,15.4,71,71,35,,1,1,11,,,,2,6.7,,0,,71.3859,41.062662,2.907704,40.652035,2.907704,1.992214,0.141071,1.972292,0.141071,38.753982,2.744223,0.316466,0.022409,38.366442,2.744223,0.313301,0.022409,34.103504,2.442359,33.991039,2.406953,33.651129,2.406953,29.912115,2.142188,174.635609,160.66476,,,1568.56659,298.477465,76.101272,14.481065,1480.376538,281.696065,529.637437,57.555437,2396.681491,445.540448,1126.440301,209.404011,1298.43529,247.075053,2025-03-20 06:57:11,
251774545489998,205822846010661,14527750020004,44,,591,1,6.7,31,31,85,,1,1,4,,,,2,,,0,,71.3859,3.493227,0.547818,3.458295,0.547818,0.338345,0.05306,0.334962,0.05306,2.764929,0.433604,0.389953,0.061154,2.737279,0.433604,0.386054,0.061154,2.626682,0.41626,,,,,,,,,,,106.242631,11.782207,10.290389,1.141194,84.092251,9.325751,65.013304,9.372591,183.038143,29.100396,96.461101,15.335909,,,2025-03-20 06:57:11,
251774546489998,205822847010661,14527750020004,44,,591,1,5.3,17,17,75,,1,3,14,,,,3,,,0,,71.3859,1.256706,0.252058,1.219005,0.252058,0.207894,0.041697,0.201657,0.041697,0.775352,0.155513,0.27346,0.054848,0.752092,0.155513,0.265256,0.054848,0.643542,0.133741,,,,,,,,,,,31.814443,4.351531,5.262987,0.719863,19.628622,2.684773,39.748146,8.382946,75.914121,8.810066,40.006742,4.642905,,,2025-03-20 06:57:11,
251774547489998,205822848010661,14527750020004,44,,316,1,5.2,35,35,45,,1,4,16,,,,3,,,0,,71.3859,2.295663,0.390414,2.203836,0.390414,0.201603,0.034286,0.193539,0.034286,1.507843,0.256433,0.586217,0.099695,1.447529,0.256433,0.562768,0.099695,1.206274,0.215403,,,,,,,,,,,78.028512,14.308213,6.852385,1.256533,51.250881,9.397956,12.37672,5.184825,104.713445,16.189659,50.890734,7.868174,,,2025-03-20 06:57:11,
251774548489998,205822849010661,14527750020004,44,,372,1,5.1,38,38,44,,1,1,3,,,,2,,,0,,71.3859,2.419439,0.363829,2.395244,0.363829,0.193623,0.029117,0.191687,0.029117,1.563346,0.235092,0.662469,0.099621,1.547713,0.235092,0.655845,0.099621,1.500812,0.228039,,,,,,,,,,,96.689578,14.845944,7.737887,1.188093,62.477001,9.592865,14.164412,5.87279,125.699934,20.937184,59.330369,9.882351,,,2025-03-20 06:57:11,
251774549489998,,14527750020004,44,,316,1,4.73,27,12,10,,,,,,,,3,,,0,,71.3859,1.448445,0.363572,1.151971,0.289155,,,,,,,,,,,,,,,,,,,,,,,,,42.331861,8.578395,,,,,0.639866,0.354258,51.550122,17.108996,25.053359,8.314972,,,2025-03-20 06:57:11,
251774522489998,205822822010661,14527750020004,44,,837,1,11.8,52,52,27,,1,1,9,,,,2,,,0,,71.3859,16.46846,3.123762,16.303776,3.123762,1.079565,0.204774,1.068769,0.204774,15.076384,2.859711,0.312511,0.059278,14.92562,2.859711,0.309386,0.059278,13.568746,2.602337,10.487201,1.989228,10.382329,1.989228,9.438481,1.810197,51.303974,48.738775,,,559.431863,121.325527,36.672713,7.953312,512.143187,111.069901,276.541569,40.062706,957.29896,160.719401,452.802408,76.020277,356.249117,77.260726,2025-03-20 06:57:11,
251774524489998,205822825010661,14527750020004,44,,316,1,8.3,48,48,54,,1,50,7,,,,4,,,0,,71.3859,7.571684,0.974144,3.785842,0.974144,0.499324,0.064241,0.249662,0.064241,6.570119,0.845286,0.50224,0.064616,3.28506,0.845286,0.25112,0.064616,2.825151,0.786116,,,,,,,,,,,188.784565,38.502815,12.449637,2.539117,163.81259,33.409753,60.985542,11.568396,288.272921,47.307873,140.10064,22.991626,,,2025-03-20 06:57:11,
251774526489998,205822827010661,14527750020004,44,,403,1,5.7,42,42,54,,1,1,2,,,,2,,,0,,71.3859,3.514556,0.542383,3.47941,0.542383,0.271832,0.04195,0.269114,0.04195,2.545253,0.392796,0.697471,0.107637,2.5198,0.392796,0.690496,0.107637,2.468895,0.38494,,,,,,,,,,,134.87173,27.683367,10.431618,2.141163,97.674536,20.048382,36.837526,8.140885,199.392623,37.290358,93.714533,17.526468,,,2025-03-20 06:57:11,
251774527489998,205822828010661,14527750020004,44,,837,1,12.4,70,70,32,,1,1,9,,,,2,,,0,,71.3859,25.41936,3.518135,25.165166,3.518135,1.28278,0.177542,1.269952,0.177542,23.728659,3.284136,0.407921,0.056458,23.491373,3.284136,0.403841,0.056458,21.355793,2.988563,17.67802,2.446704,17.50124,2.446704,15.910218,2.226501,74.813292,71.072627,,,815.099593,146.674499,41.133747,7.401883,760.885428,136.918838,247.163983,26.259046,1208.938075,250.677795,571.82771,118.570597,566.865059,102.005508,2025-03-20 06:57:11,
251774529489998,205822830010661,14527750020004,44,,837,1,11.4,58,58,29,,1,1,9,,,,2,,,0,,71.3859,17.571873,2.928692,17.396154,2.928692,1.046474,0.174415,1.036009,0.174415,16.153676,2.692322,0.371722,0.061955,15.992139,2.692322,0.368005,0.061955,14.538308,2.450013,10.7373,1.789578,10.629927,1.789578,9.66357,1.628516,48.575588,46.146809,,,586.351286,116.645881,34.919527,6.946721,539.02785,107.231586,220.996507,29.652854,923.993674,173.336398,437.049008,81.988116,358.290211,71.276517,2025-03-20 06:57:11,
251774530489998,205822831010661,14527750020004,44,,837,1,15.6,70,70,38,,1,1,11,,,,2,,,0,,71.3859,38.382164,5.635258,37.998342,5.635258,1.936944,0.284382,1.917575,0.284382,36.152075,5.307837,0.293145,0.043039,35.790554,5.307837,0.290214,0.043039,31.813826,4.723975,31.6872,4.652306,31.370328,4.652306,27.884736,4.140552,156.41739,142.339825,,,1244.506349,241.960143,62.803626,12.210443,1172.197763,227.901721,562.605273,49.533141,2049.071765,368.218167,969.210945,174.167193,1027.428312,199.75527,2025-03-20 06:57:11,
251774531489998,205822832010661,14527750020004,44,,806,1,12.6,65,65,32,,1,1,9,,,,2,,,0,,71.3859,24.209481,3.982606,23.967386,3.982606,1.288192,0.211915,1.27531,0.211915,22.559327,3.711146,0.361962,0.059545,22.333734,3.711146,0.358342,0.059545,20.303394,3.377143,17.078293,2.809483,16.90751,2.809483,15.370463,2.556629,76.254699,72.441964,,,835.838988,143.521209,44.475193,7.636798,778.866972,133.738593,347.360995,48.766763,1326.721192,267.828116,626.212403,126.414871,589.632751,101.245344,2025-03-20 06:57:11,
251774533489998,205822834010661,14527750020004,44,,837,1,8.8,46,46,32,,1,1,5,,,,2,,,0,,71.3859,7.325044,1.876276,7.251793,1.876276,0.534722,0.136967,0.529375,0.136967,6.431439,1.647384,0.358883,0.091926,6.367125,1.647384,0.355294,0.091926,6.045553,1.565014,,,,,,,,,,,276.552951,68.050617,20.188128,4.967637,242.815413,59.748914,119.820747,22.427875,464.424314,73.062214,219.672701,34.558427,,,2025-03-20 06:57:11,
251774534489998,205822836010661,14527750020004,44,,762,1,9.8,40,40,44,,1,3,21,,,,3,,,0,,71.3859,8.405287,1.562631,8.153128,1.562631,0.616231,0.114564,0.597744,0.114564,7.467951,1.388371,0.321105,0.059697,7.243912,1.388371,0.311472,0.059697,5.675643,1.096813,,,,,,,,,,,257.210903,42.087829,18.857332,3.085655,228.527404,37.394302,129.590524,9.046517,428.889256,64.470725,204.580175,30.752536,,,2025-03-20 06:57:11,
251774535489998,205822837010661,14527750020004,44,,403,1,5.2,41,41,48,,1,1,2,,,,2,,,0,,71.3859,2.864016,0.474282,2.835376,0.474282,0.226289,0.037473,0.224026,0.037473,1.873716,0.310288,0.764011,0.12652,1.854979,0.310288,0.756371,0.12652,1.817505,0.304082,,,,,,,,,,,109.813381,22.560867,8.676459,1.782555,71.842859,14.759924,28.580228,6.773617,160.954476,28.476831,75.648604,13.384111,,,2025-03-20 06:57:11,
451468083489998,245018187010661,305229991489998,44,,261,1,5.3,27,27,75,,1,1,1,,,,2,,,0,,105.3462,2.202575,0.436468,2.180549,0.436468,0.235386,0.046645,0.233032,0.046645,1.491132,0.295486,0.476057,0.094337,1.47622,0.295486,0.471296,0.094337,1.461309,0.292531,,,,,,,,,,,54.230935,12.078377,5.795591,1.290801,36.71406,8.176999,21.240699,8.65237,87.550011,13.134302,42.024005,6.304465,,,2025-03-20 07:01:41,
451468078489998,245018182010661,305229991489998,44,,372,1,12.9,72,72,42,,1,1,10,,,,2,,,0,,105.3462,26.507183,3.688962,26.242111,3.688962,1.192423,0.165948,1.180499,0.165948,24.843082,3.457372,0.471677,0.065643,24.594651,3.457372,0.46696,0.065643,22.110343,3.111635,18.569293,2.584259,18.3836,2.584259,16.526671,2.325833,98.016996,90.175636,,,1008.656396,116.771135,45.374323,5.25294,945.333724,109.440333,340.117163,28.872779,1465.544694,256.668941,691.737095,121.14774,706.602295,81.802636,2025-03-20 07:01:41,
451468079489998,245018183010661,305229991489998,44,,806,1,10.6,64,64,38,,1,1,7,,,,2,,,0,,105.3462,16.778855,2.968225,16.611066,2.968225,0.905046,0.160105,0.895996,0.160105,15.431909,2.729947,0.4419,0.078173,15.27759,2.729947,0.437481,0.078173,14.197356,2.538851,,,,,,,,,,,591.155652,105.075623,31.886752,5.667746,543.699804,96.64053,227.853176,30.638683,924.084451,189.359542,436.167861,89.377704,,,2025-03-20 07:01:41,
451468081489998,245018185010661,305229991489998,44,,129,1,4.0,28,28,55,,1,,,,,,2,,,0,,105.3462,1.397531,0.363229,1.397531,0.363229,,,,,,,,,,,,,,,,,,,,,,,,,27.156164,4.97838,,,,,9.089901,4.554888,41.224444,8.06415,20.900793,4.088524,,,2025-03-20 07:01:41,
451468101489998,245018203010661,305229991489998,44,,316,1,6.9,60,60,33,,1,1,4,,,,2,,,0,,105.3462,6.974151,0.55415,6.90441,0.55415,0.375298,0.02982,0.371545,0.02982,5.818192,0.4623,0.780661,0.06203,5.76001,0.4623,0.772855,0.06203,5.527282,0.443808,,,,,,,,,,,213.002371,30.170179,11.462244,1.62354,177.697412,25.169498,34.70222,7.283612,277.87477,57.135692,135.047138,27.767946,,,2025-03-20 07:01:41,
451468102489998,245018204010661,305229991489998,44,,316,1,7.7,53,53,30,,1,1,7,,,,2,,,0,,105.3462,7.392639,0.77085,7.318712,0.77085,0.445465,0.04645,0.44101,0.04645,6.340704,0.661162,0.60647,0.063238,6.277297,0.661162,0.600405,0.063238,5.833448,0.61488,,,,,,,,,,,233.153457,35.069912,14.049335,2.113239,199.976923,30.079644,48.682618,9.552665,316.905987,60.248247,154.01631,29.280648,,,2025-03-20 07:01:41,
451468103489998,245018205010661,305229991489998,44,,316,1,8.3,50,50,30,,1,1,7,,,,2,,,0,,105.3462,7.925522,0.951228,7.846266,0.951228,0.503601,0.060443,0.498565,0.060443,6.896977,0.827781,0.524944,0.063004,6.828007,0.827781,0.519694,0.063004,6.345219,0.769837,,,,,,,,,,,253.32764,39.215814,16.09686,2.491838,220.45172,34.126531,61.527585,11.372465,354.07104,64.198644,172.078525,31.200541,,,2025-03-20 07:01:41,
451468104489998,245018206010661,305229991489998,44,,372,1,10.0,55,55,44,,1,1,8,,,,2,,,0,,105.3462,12.58396,1.828208,12.458121,1.828208,0.722094,0.104906,0.714873,0.104906,11.391364,1.654947,0.470502,0.068355,11.277451,1.654947,0.465797,0.068355,10.366142,1.522551,,,,,,,,,,,493.414381,64.839912,28.31315,3.72065,446.652952,58.694961,131.34702,20.130645,689.601312,123.669359,325.491819,58.371938,,,2025-03-20 07:01:41,
637771879126144,194663348020004,445879108489998,44,,372,1,6.6,49,49,50,,1,1,3,,,,2,0.0,,0,,88.4709,5.055793,0.731014,5.005235,0.731014,0.321952,0.046551,0.318732,0.046551,4.06969,0.588434,0.664151,0.096029,4.028993,0.588434,0.65751,0.096029,3.906902,0.570781,,,,,,,,,,,200.764706,27.377384,12.784645,1.743385,161.606715,22.037584,37.309088,8.589204,265.451179,49.46495,125.292956,23.347456,,,2025-03-20 07:04:23,
637771874126144,194663343020004,445879108489998,44,,833,1,12.9,60,60,33,,1,1,9,,,,2,0.0,,0,,88.4709,21.821554,3.82684,21.603338,3.82684,1.261437,0.221218,1.248823,0.221218,20.205124,3.543367,0.354993,0.062255,20.003073,3.543367,0.351443,0.062255,18.184612,3.224464,15.222406,2.669549,15.070182,2.669549,13.700165,2.429289,74.730843,70.994301,,,783.946599,143.152168,45.31754,8.275186,725.875815,132.548182,405.721297,21.415019,1332.820063,219.884623,637.08799,105.10485,546.869997,99.860916,2025-03-20 07:04:23,
637771875126144,194663344020004,445879108489998,44,,531,1,1.1,15,15,50,,1,,,,,,2,0.0,,0,,88.4709,0.025283,0.011391,0.025283,0.011391,,,,,,,,,,,,,,,,,,,,,,,,,0.935137,0.172407,,,,,0.103295,0.107558,1.210839,0.560847,0.578781,0.268085,,,2025-03-20 07:04:23,
637771877126144,194663346020004,445879108489998,44,,833,1,11.0,60,60,33,,1,1,9,,,,2,0.0,,0,,88.4709,16.319536,2.889336,16.15634,2.889336,0.943382,0.167024,0.933948,0.167024,14.939874,2.64507,0.436279,0.077242,14.790476,2.64507,0.431916,0.077242,13.445887,2.407014,9.018233,1.596657,8.928051,1.596657,8.11641,1.452958,41.48662,39.412289,,,582.762221,108.582773,33.687691,6.276836,533.495229,99.403134,251.289417,16.413265,942.634411,167.457698,450.579248,80.044779,322.036467,60.003225,2025-03-20 07:04:23,
637771880126144,194663349020004,445879108489998,44,,833,1,11.5,61,61,30,,1,1,9,,,,2,0.0,,0,,88.4709,18.049134,3.127308,17.868643,3.127308,1.028252,0.178162,1.01797,0.178162,16.601841,2.87654,0.419041,0.072606,16.435822,2.87654,0.41485,0.072606,14.941657,2.617652,10.845964,1.879241,10.737504,1.879241,9.761367,1.710109,50.010622,47.510091,,,643.137465,118.539428,36.639298,6.753146,591.566659,109.034191,285.340174,17.749751,1047.017066,184.472267,500.474158,88.177744,386.469825,71.231913,2025-03-20 07:04:23,
637771881126144,194663350020004,445879108489998,44,,833,1,10.2,53,53,33,,1,1,7,,,,2,0.0,,0,,88.4709,12.26792,2.449422,12.145241,2.449422,0.791155,0.157963,0.783244,0.157963,11.053882,2.207026,0.422883,0.084433,10.943343,2.207026,0.418654,0.084433,10.169572,2.052534,,,,,,,,,,,451.514536,88.329645,29.11807,5.696359,406.832482,79.588509,211.281701,14.034038,751.125882,125.861391,359.038172,60.161745,,,2025-03-20 07:04:23,
637771882126144,194663351020004,445879108489998,44,,316,1,1.5,18,18,50,,1,,,,,,2,0.0,,0,,88.4709,0.116917,0.03101,0.116917,0.03101,,,,,,,,,,,,,,,,,,,,,,,,,4.62266,1.102566,,,,,0.183352,0.570579,5.908577,1.309486,2.871568,0.63641,,,2025-03-20 07:04:23,
637771883126144,194663352020004,445879108489998,44,,372,1,3.5,32,32,38,,1,,,,,,2,0.0,,0,,88.4709,0.994338,0.151212,0.994338,0.151212,,,,,,,,,,,,,,,,,,,,,,,,,39.556224,6.475848,,,,,4.142254,2.866828,50.174325,10.760932,23.682282,5.07916,,,2025-03-20 07:04:23,
637771884126144,194663353020004,445879108489998,44,,372,1,5.8,46,46,38,,1,1,3,,,,2,0.0,,0,,88.4709,3.711402,0.539222,3.674288,0.539222,0.250174,0.036347,0.247672,0.036347,2.747584,0.399191,0.713644,0.103684,2.720108,0.399191,0.706507,0.103684,2.637681,0.387215,,,,,,,,,,,147.617217,20.655892,9.950402,1.392347,109.282361,15.291744,24.477309,6.738189,192.750419,34.952579,90.978198,16.497617,,,2025-03-20 07:04:23,
637771878126144,194663347020004,445879108489998,44,,833,1,9.6,58,58,28,,1,1,7,,,,2,0.0,,0,,88.4709,12.228512,2.163664,12.106226,2.163664,0.728359,0.128873,0.721075,0.128873,10.998205,1.945978,0.501948,0.088813,10.888223,1.945978,0.496928,0.088813,10.118349,1.80976,,,,,,,,,,,436.784276,83.689165,26.015895,4.984723,392.839559,75.269226,168.733055,12.967828,689.206496,126.927156,329.440705,60.67118,,,2025-03-20 07:04:23,
637771856126144,194663325020004,445879108489998,44,,316,1,5.6,47,47,33,,1,1,4,,,,2,0.0,,0,,88.4709,3.647279,0.391272,3.610806,0.391272,0.245174,0.026302,0.242722,0.026302,2.654652,0.284785,0.747453,0.080185,2.628105,0.284785,0.739978,0.080185,2.521919,0.273394,,,,,,,,,,,117.308647,18.526982,7.885615,1.245404,85.382456,13.484763,16.661967,5.314917,152.497596,28.053705,74.113832,13.634101,,,2025-03-20 07:04:23,
637771858126144,194663327020004,445879108489998,44,,833,1,12.0,57,57,35,,1,1,9,,,,2,0.0,,0,,88.4709,17.992545,3.360775,17.81262,3.360775,1.088246,0.20327,1.077364,0.20327,16.534617,3.088453,0.369682,0.069052,16.369271,3.088453,0.365985,0.069052,14.881155,2.810492,11.412882,2.131779,11.298753,2.131779,10.271594,1.939919,55.763898,52.975703,,,653.502024,122.396481,39.525867,7.402926,600.549038,112.478748,333.752906,18.741199,1109.651411,182.263243,530.413375,87.12183,414.523981,77.63752,2025-03-20 07:04:23,
637771860126144,194663329020004,445879108489998,44,,833,1,6.5,43,43,30,,1,1,3,,,,2,0.0,,0,,88.4709,4.205658,0.936291,4.163601,0.936291,0.32599,0.072574,0.32273,0.072574,3.277651,0.729692,0.602017,0.134025,3.244874,0.729692,0.595997,0.134025,3.146545,0.707802,,,,,,,,,,,159.315908,35.248446,12.348924,2.732184,124.161772,27.470637,59.083425,6.282418,253.647779,42.176941,121.243638,20.160578,,,2025-03-20 07:04:23,
637771861126144,194663330020004,445879108489998,44,,316,1,2.7,27,27,40,,1,,,,,,2,0.0,,0,,88.4709,0.529022,0.097395,0.529022,0.097395,,,,,,,,,,,,,,,,,,,,,,,,,19.222366,3.84715,,,,,1.365872,1.559234,24.435387,4.780863,11.875598,2.3235,,,2025-03-20 07:04:23,
637771862126144,194663331020004,445879108489998,44,,372,1,6.0,51,51,40,,1,1,3,,,,2,0.0,,0,,88.4709,4.365445,0.620886,4.32179,0.620886,0.268149,0.038138,0.265467,0.038138,3.32671,0.473149,0.770586,0.109598,3.293443,0.473149,0.76288,0.109598,3.193642,0.458955,,,,,,,,,,,172.927643,22.967859,10.62213,1.410807,131.780426,17.502778,29.753843,6.693273,225.649345,41.793298,106.506491,19.726436,,,2025-03-20 07:04:23,
637771863126144,194663332020004,445879108489998,44,,833,1,15.5,88,88,28,,1,1,11,,,,2,0.0,,0,,88.4709,48.119035,5.382597,47.637844,5.382597,1.982316,0.221742,1.962492,0.221742,45.72084,5.114335,0.415879,0.04652,45.263632,5.114335,0.41172,0.04652,40.234339,4.551758,39.758528,4.44739,39.360942,4.44739,34.987504,3.958178,175.875,160.04625,,,1568.851509,248.010631,64.630532,10.217066,1490.661841,235.65008,596.03866,31.974387,2412.9008,483.470647,1153.366582,231.098969,1296.26927,204.919686,2025-03-20 07:04:23,
637771864126144,194663333020004,445879108489998,44,,316,1,5.6,50,50,30,,1,1,4,,,,2,0.0,,0,,88.4709,3.908717,0.377406,3.86963,0.377406,0.248366,0.023981,0.245883,0.023981,2.861071,0.27625,0.79928,0.077174,2.83246,0.27625,0.791287,0.077174,2.718017,0.2652,,,,,,,,,,,123.803327,18.998384,7.866669,1.207189,90.620553,13.906283,16.84165,5.179071,159.643361,30.235089,77.586674,14.694253,,,2025-03-20 07:04:23,
637771865126144,194663334020004,445879108489998,44,,316,1,6.3,52,52,35,,1,1,4,,,,2,0.0,,0,,88.4709,5.046427,0.486463,4.995962,0.486463,0.309409,0.029826,0.306315,0.029826,4.000277,0.385617,0.73674,0.07102,3.960275,0.385617,0.729373,0.07102,3.800263,0.370192,,,,,,,,,,,158.985734,24.01934,9.747825,1.472688,126.0272,19.040011,25.031172,6.447277,208.036246,40.485665,101.105615,19.676033,,,2025-03-20 07:04:23,
637771866126144,194663335020004,445879108489998,44,,316,1,3.4,32,32,30,,1,,,,,,2,0.0,,0,,88.4709,0.968007,0.151604,0.968007,0.151604,,,,,,,,,,,,,,,,,,,,,,,,,33.918224,6.3051,,,,,3.006399,2.3023,43.229723,8.047293,21.009645,3.910984,,,2025-03-20 07:04:23,
