CN,STATECD,SUBP,SUBPTYP,PLT_CN,CONDID,PREV_PLT_CN,PREVCOND,SUBPTYP_PROP_CHNG,CREATED_DATE,MODIFIED_DATE
1815756177290487,44,4,1,247064071010661,1,122556725010661,2,1.0,2025-03-20 06:55:56,
1815756178290487,44,1,2,247064071010661,1,122556725010661,1,1.0,2025-03-20 06:55:56,
1815756179290487,44,2,2,247064071010661,1,122556725010661,1,1.0,2025-03-20 06:55:56,
1815756180290487,44,3,2,247064071010661,1,122556725010661,1,1.0,2025-03-20 06:55:56,
1815756181290487,44,4,2,247064071010661,1,122556725010661,2,1.0,2025-03-20 06:55:56,
1815756075290487,44,3,2,247064072010661,2,122556701010661,2,1.0,2025-03-20 06:55:54,
1815756076290487,44,4,2,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756069290487,44,1,1,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756070290487,44,2,1,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756071290487,44,3,1,247064072010661,2,122556701010661,2,1.0,2025-03-20 06:55:54,
1815756072290487,44,4,1,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756073290487,44,1,2,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756074290487,44,2,2,247064072010661,1,122556701010661,1,1.0,2025-03-20 06:55:54,
1815756182290487,44,1,1,247064074010661,1,122556707010661,1,0.8859,2025-03-20 06:55:57,
1815756183290487,44,1,1,247064074010661,1,122556707010661,2,0.1141,2025-03-20 06:55:57,
1815756184290487,44,2,1,247064074010661,2,122556707010661,2,1.0,2025-03-20 06:55:57,
1815756185290487,44,3,1,247064074010661,1,122556707010661,1,1.0,2025-03-20 06:55:57,
1815756186290487,44,4,1,247064074010661,2,122556707010661,2,1.0,2025-03-20 06:55:57,
1815756187290487,44,1,2,247064074010661,1,122556707010661,1,1.0,2025-03-20 06:55:57,
1815756188290487,44,2,2,247064074010661,2,122556707010661,2,1.0,2025-03-20 06:55:57,
1815756189290487,44,3,2,247064074010661,1,122556707010661,1,1.0,2025-03-20 06:55:57,
1815756190290487,44,4,2,247064074010661,2,122556707010661,2,1.0,2025-03-20 06:55:57,
1815756191290487,44,1,1,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756192290487,44,2,1,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756193290487,44,3,1,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756194290487,44,4,1,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756195290487,44,1,2,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756196290487,44,2,2,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756197290487,44,3,2,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756198290487,44,4,2,247064075010661,1,122556711010661,1,1.0,2025-03-20 06:55:57,
1815756133290487,44,1,1,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756134290487,44,2,1,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756135290487,44,3,1,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756136290487,44,4,1,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756137290487,44,1,2,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756138290487,44,2,2,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756139290487,44,3,2,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756140290487,44,4,2,247064077010661,1,122556715010661,1,1.0,2025-03-20 06:55:54,
1815756141290487,44,1,1,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756142290487,44,2,1,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756143290487,44,3,1,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756144290487,44,4,1,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756145290487,44,1,2,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815774442290487,44,3,2,445879107489998,2,221354506010661,2,0.5941,2025-03-20 07:04:36,
1815774443290487,44,4,2,445879107489998,2,221354506010661,2,1.0,2025-03-20 07:04:36,
1815774584290487,44,1,1,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774585290487,44,2,1,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774586290487,44,3,1,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774587290487,44,4,1,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774588290487,44,1,2,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774589290487,44,2,2,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774590290487,44,3,2,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774591290487,44,4,2,445879108489998,1,247064075010661,1,1.0,2025-03-20 07:04:42,
1815774401290487,44,2,1,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774402290487,44,3,1,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774403290487,44,4,1,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774404290487,44,1,2,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774405290487,44,2,2,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774406290487,44,3,2,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774407290487,44,4,2,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774400290487,44,1,1,445879109489998,1,247064077010661,1,1.0,2025-03-20 07:04:30,
1815774501290487,44,1,1,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774502290487,44,2,1,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774503290487,44,3,1,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774504290487,44,4,1,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774505290487,44,1,2,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774506290487,44,2,2,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774507290487,44,3,2,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774508290487,44,4,2,445879110489998,1,247064078010661,1,1.0,2025-03-20 07:04:38,
1815774616290487,44,1,1,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774617290487,44,2,1,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774618290487,44,3,1,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774619290487,44,4,1,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774620290487,44,1,2,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774621290487,44,2,2,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774622290487,44,3,2,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774623290487,44,4,2,445879111489998,1,221354488010661,1,1.0,2025-03-20 07:04:42,
1815774598290487,44,3,2,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774599290487,44,4,2,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774592290487,44,1,1,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774593290487,44,2,1,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774594290487,44,3,1,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774595290487,44,4,1,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774596290487,44,1,2,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774597290487,44,2,2,445879113489998,1,247064092010661,1,1.0,2025-03-20 07:04:42,
1815774408290487,44,1,1,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774409290487,44,2,1,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774410290487,44,3,1,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774411290487,44,4,1,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774412290487,44,1,2,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774413290487,44,2,2,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774414290487,44,3,2,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774415290487,44,4,2,445879114489998,1,221354526010661,1,1.0,2025-03-20 07:04:30,
1815774368290487,44,1,1,445879115489998,1,247064081010661,1,1.0,2025-03-20 07:04:30,
1815774369290487,44,2,1,445879115489998,1,247064081010661,1,1.0,2025-03-20 07:04:30,
1815774370290487,44,3,1,445879115489998,2,247064081010661,2,1.0,2025-03-20 07:04:30,
1815774371290487,44,4,1,445879115489998,2,247064081010661,2,1.0,2025-03-20 07:04:30,
1815774372290487,44,1,2,445879115489998,1,247064081010661,1,1.0,2025-03-20 07:04:30,
1815774373290487,44,2,2,445879115489998,1,247064081010661,1,1.0,2025-03-20 07:04:30,
1815774374290487,44,3,2,445879115489998,2,247064081010661,2,1.0,2025-03-20 07:04:30,
1815774375290487,44,4,2,445879115489998,2,247064081010661,2,1.0,2025-03-20 07:04:30,
1815774444290487,44,1,1,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774445290487,44,2,1,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774446290487,44,3,1,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774447290487,44,4,1,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774448290487,44,1,2,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774449290487,44,2,2,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774450290487,44,3,2,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774451290487,44,4,2,445879116489998,1,247064082010661,1,1.0,2025-03-20 07:04:36,
1815774517290487,44,4,2,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774509290487,44,1,1,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774510290487,44,2,1,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774511290487,44,3,1,445879118489998,1,247064093010661,2,0.1308,2025-03-20 07:04:39,
1815774512290487,44,3,1,445879118489998,2,247064093010661,2,0.8692,2025-03-20 07:04:39,
1815774513290487,44,4,1,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774514290487,44,1,2,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774515290487,44,2,2,445879118489998,1,247064093010661,1,1.0,2025-03-20 07:04:39,
1815774516290487,44,3,2,445879118489998,2,247064093010661,2,1.0,2025-03-20 07:04:39,
1815774469290487,44,1,1,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774470290487,44,2,1,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774471290487,44,3,1,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774472290487,44,4,1,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774473290487,44,1,2,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774474290487,44,2,2,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774475290487,44,3,2,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774476290487,44,4,2,445879119489998,1,247064118010661,1,1.0,2025-03-20 07:04:38,
1815774477290487,44,1,1,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774478290487,44,2,1,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774479290487,44,3,1,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774480290487,44,4,1,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774481290487,44,1,2,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774482290487,44,2,2,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774483290487,44,3,2,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774484290487,44,4,2,445879120489998,1,247064096010661,1,1.0,2025-03-20 07:04:38,
1815774376290487,44,1,1,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774377290487,44,2,1,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774378290487,44,3,1,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774379290487,44,4,1,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774380290487,44,1,2,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774381290487,44,2,2,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774382290487,44,3,2,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774383290487,44,4,2,445879121489998,1,247064097010661,1,1.0,2025-03-20 07:04:30,
1815774452290487,44,1,1,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774453290487,44,2,1,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774454290487,44,3,1,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774455290487,44,4,1,445879122489998,2,247064098010661,2,1.0,2025-03-20 07:04:36,
1815774456290487,44,1,2,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774457290487,44,2,2,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774458290487,44,3,2,445879122489998,1,247064098010661,1,1.0,2025-03-20 07:04:36,
1815774459290487,44,4,2,445879122489998,2,247064098010661,2,1.0,2025-03-20 07:04:36,
1815774384290487,44,1,1,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774385290487,44,2,1,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774386290487,44,3,1,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774387290487,44,4,1,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774388290487,44,1,2,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774389290487,44,2,2,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774390290487,44,3,2,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774391290487,44,4,2,445879123489998,1,221354542010661,1,1.0,2025-03-20 07:04:30,
1815774460290487,44,1,1,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774461290487,44,2,1,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774462290487,44,3,1,445879124489998,1,247064099010661,1,0.1837,2025-03-20 07:04:38,
1815774463290487,44,3,1,445879124489998,2,247064099010661,2,0.8163,2025-03-20 07:04:38,
1815774464290487,44,4,1,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774465290487,44,1,2,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774466290487,44,2,2,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774467290487,44,3,2,445879124489998,2,247064099010661,2,1.0,2025-03-20 07:04:38,
1815774468290487,44,4,2,445879124489998,1,247064099010661,1,1.0,2025-03-20 07:04:38,
1815774534290487,44,1,1,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774535290487,44,2,1,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774536290487,44,3,1,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774537290487,44,4,1,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774538290487,44,1,2,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774539290487,44,2,2,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774540290487,44,3,2,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774541290487,44,4,2,445879125489998,1,247064100010661,1,1.0,2025-03-20 07:04:39,
1815774544290487,44,3,1,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774545290487,44,4,1,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774546290487,44,1,2,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774547290487,44,2,2,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774548290487,44,3,2,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774549290487,44,4,2,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774542290487,44,1,1,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774543290487,44,2,1,445879126489998,1,247064102010661,1,1.0,2025-03-20 07:04:39,
1815774551290487,44,2,1,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:41,
1815774552290487,44,3,1,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:41,
1815774553290487,44,4,1,445879127489998,1,247064107010661,1,0.1416,2025-03-20 07:04:41,
1815774554290487,44,4,1,445879127489998,2,247064107010661,2,0.8584,2025-03-20 07:04:41,
1815774555290487,44,1,2,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:42,
1815774556290487,44,2,2,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:42,
1815774557290487,44,3,2,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:42,
1815774558290487,44,4,2,445879127489998,1,247064107010661,1,0.2964,2025-03-20 07:04:42,
1815774559290487,44,4,2,445879127489998,2,247064107010661,2,0.7036,2025-03-20 07:04:42,
1815774550290487,44,1,1,445879127489998,1,247064107010661,1,1.0,2025-03-20 07:04:41,
1815774560290487,44,1,1,445879130489998,1,221354564010661,1,1.0,2025-03-20 07:04:42,
1815774561290487,44,2,1,445879130489998,2,221354564010661,2,1.0,2025-03-20 07:04:42,
1815774562290487,44,3,1,445879130489998,1,221354564010661,1,1.0,2025-03-20 07:04:42,
1815756146290487,44,2,2,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756147290487,44,3,2,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756148290487,44,4,2,247064078010661,1,122556717010661,1,1.0,2025-03-20 06:55:54,
1815756323290487,44,1,1,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756324290487,44,2,1,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756325290487,44,3,1,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756326290487,44,4,1,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756327290487,44,1,2,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756328290487,44,2,2,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756329290487,44,3,2,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756330290487,44,4,2,247064079010661,1,122556683010661,1,1.0,2025-03-20 06:56:03,
1815756298290487,44,1,1,247064080010661,1,122556685010661,1,1.0,2025-03-20 06:56:03,
1815756299290487,44,2,1,247064080010661,1,122556685010661,2,1.0,2025-03-20 06:56:03,
1815756300290487,44,3,1,247064080010661,1,122556685010661,1,0.114,2025-03-20 06:56:03,
1815756301290487,44,3,1,247064080010661,1,122556685010661,2,0.886,2025-03-20 06:56:03,
1815756302290487,44,4,1,247064080010661,1,122556685010661,1,1.0,2025-03-20 06:56:03,
1815756303290487,44,1,2,247064080010661,1,122556685010661,1,1.0,2025-03-20 06:56:03,
1815756304290487,44,2,2,247064080010661,1,122556685010661,2,1.0,2025-03-20 06:56:03,
1815756305290487,44,3,2,247064080010661,1,122556685010661,2,1.0,2025-03-20 06:56:03,
1815756306290487,44,4,2,247064080010661,1,122556685010661,1,1.0,2025-03-20 06:56:03,
1815756005290487,44,1,1,247064081010661,1,122556687010661,1,1.0,2025-03-20 06:55:54,
1815756006290487,44,2,1,247064081010661,1,122556687010661,1,1.0,2025-03-20 06:55:54,
1815756007290487,44,3,1,247064081010661,2,122556687010661,2,1.0,2025-03-20 06:55:54,
1815756008290487,44,4,1,247064081010661,2,122556687010661,2,1.0,2025-03-20 06:55:54,
1815756009290487,44,1,2,247064081010661,1,122556687010661,1,1.0,2025-03-20 06:55:54,
1815756010290487,44,2,2,247064081010661,1,122556687010661,1,1.0,2025-03-20 06:55:54,
1815756011290487,44,3,2,247064081010661,2,122556687010661,2,1.0,2025-03-20 06:55:54,
1815756012290487,44,4,2,247064081010661,2,122556687010661,2,1.0,2025-03-20 06:55:54,
1815756331290487,44,1,1,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756332290487,44,2,1,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756333290487,44,3,1,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756334290487,44,4,1,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756335290487,44,1,2,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756336290487,44,2,2,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756337290487,44,3,2,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756338290487,44,4,2,247064082010661,1,122556689010661,1,1.0,2025-03-20 06:56:03,
1815756199290487,44,1,1,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756200290487,44,2,1,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756201290487,44,3,1,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756202290487,44,4,1,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756203290487,44,1,2,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756204290487,44,2,2,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756205290487,44,3,2,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756206290487,44,4,2,247064083010661,1,122556693010661,1,1.0,2025-03-20 06:55:57,
1815756013290487,44,1,1,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756014290487,44,2,1,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756015290487,44,3,1,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756016290487,44,4,1,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756017290487,44,1,2,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756018290487,44,2,2,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756019290487,44,3,2,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756020290487,44,4,2,247064084010661,1,122556695010661,1,1.0,2025-03-20 06:55:54,
1815756339290487,44,1,1,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756340290487,44,2,1,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756341290487,44,3,1,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756342290487,44,4,1,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756343290487,44,1,2,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756344290487,44,2,2,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756345290487,44,3,2,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756346290487,44,4,2,247064085010661,1,122556697010661,1,1.0,2025-03-20 06:56:03,
1815756258290487,44,1,1,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756259290487,44,2,1,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756260290487,44,3,1,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756261290487,44,4,1,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756262290487,44,1,2,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756263290487,44,2,2,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756264290487,44,3,2,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756265290487,44,4,2,247064086010661,1,122556669010661,1,1.0,2025-03-20 06:56:01,
1815756046290487,44,2,1,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756047290487,44,3,1,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756048290487,44,4,1,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756049290487,44,1,2,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756050290487,44,2,2,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756051290487,44,3,2,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756045290487,44,1,1,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756052290487,44,4,2,247064087010661,1,122556671010661,1,1.0,2025-03-20 06:55:54,
1815756077290487,44,1,1,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756078290487,44,2,1,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756079290487,44,3,1,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756080290487,44,4,1,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756081290487,44,1,2,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756082290487,44,2,2,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756083290487,44,3,2,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756084290487,44,4,2,247064088010661,1,122556675010661,1,1.0,2025-03-20 06:55:54,
1815756347290487,44,1,1,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756348290487,44,2,1,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756349290487,44,3,1,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756350290487,44,4,1,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756351290487,44,1,2,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756352290487,44,2,2,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756353290487,44,3,2,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756354290487,44,4,2,247064089010661,1,122556677010661,1,1.0,2025-03-20 06:56:03,
1815756149290487,44,1,1,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756150290487,44,2,1,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756151290487,44,3,1,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756152290487,44,4,1,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756153290487,44,1,2,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756154290487,44,2,2,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
1815756155290487,44,3,2,247064090010661,1,122556679010661,1,1.0,2025-03-20 06:55:54,
